model,method,sample_id,dataset,selected_budget,task_correct,unsafe_acceptance,supported_correct,gpu_energy_joule,latency_ms
7b,fastv,pope_adversarial_000919,pope_adversarial,432,True,False,False,31.088088356256485,89.30688165128231
7b,fastv,pope_adversarial_000930,pope_adversarial,432,False,False,False,31.394401023387907,89.80618603527546
7b,fastv,pope_adversarial_000942,pope_adversarial,432,False,False,False,31.927327479124067,91.49042889475822
7b,fastv,pope_adversarial_000984,pope_adversarial,432,True,False,True,30.554874926805493,87.73826062679291
7b,fastv,pope_adversarial_000990,pope_adversarial,432,False,False,False,32.88839360117912,94.31803040206432
7b,fastv,pope_adversarial_000997,pope_adversarial,432,True,False,False,32.03568668365479,91.71557053923607
7b,fastv,pope_adversarial_001014,pope_adversarial,432,True,False,True,32.14832864999771,92.12184138596058
7b,fastv,pope_adversarial_001020,pope_adversarial,432,True,False,True,31.99941373944283,91.80749952793121
7b,fastv,pope_adversarial_001032,pope_adversarial,432,True,False,True,32.06461311221123,92.47071668505669
7b,fastv,pope_adversarial_001038,pope_adversarial,432,False,False,False,30.82937924861908,89.60757404565811
7b,fastv,pope_adversarial_001045,pope_adversarial,432,True,False,False,31.85261108994484,92.7244070917368
7b,fastv,pope_adversarial_001056,pope_adversarial,432,False,False,False,31.48120926380157,91.81435033679008
7b,fastv,pope_adversarial_001080,pope_adversarial,432,True,False,True,32.382181162834165,94.43730115890503
7b,fastv,pope_adversarial_001134,pope_adversarial,432,False,False,False,31.994769505262376,93.38215179741383
7b,fastv,pope_adversarial_001206,pope_adversarial,432,True,False,True,33.92242003679276,99.1290770471096
7b,fastv,pope_adversarial_001254,pope_adversarial,432,False,False,False,30.984522819519043,90.65491147339344
7b,fastv,pope_adversarial_001302,pope_adversarial,432,True,False,True,31.75566570043564,92.69480593502522
7b,fastv,pope_adversarial_001308,pope_adversarial,432,False,False,False,31.411555627584455,91.3841463625431
7b,fastv,pope_adversarial_001320,pope_adversarial,432,True,False,True,31.150980654954907,90.42414091527462
7b,fastv,pope_adversarial_001338,pope_adversarial,432,True,False,True,30.906040906906124,89.36619199812412
7b,fastv,pope_adversarial_001344,pope_adversarial,432,False,False,False,31.011672624349593,89.93798680603504
7b,fastv,pope_adversarial_001386,pope_adversarial,432,False,False,False,30.498722738027574,88.8807475566864
7b,fastv,pope_adversarial_001392,pope_adversarial,432,True,False,True,31.1216164457798,90.64370207488537
7b,fastv,pope_adversarial_001410,pope_adversarial,432,True,False,True,30.66271879196167,89.26866017282009
7b,fastv,pope_adversarial_001519,pope_adversarial,432,True,False,False,31.626859726905824,91.7635802179575
7b,fastv,pope_adversarial_001530,pope_adversarial,432,False,False,False,31.64025449752808,91.31709486246109
7b,fastv,pope_adversarial_001566,pope_adversarial,432,False,False,False,31.59285628080368,91.50930680334568
7b,fastv,pope_adversarial_001584,pope_adversarial,432,False,False,False,30.49844470024109,88.84621970355511
7b,fastv,pope_adversarial_001596,pope_adversarial,432,True,False,True,30.808228464126586,90.02799727022648
7b,fastv,pope_adversarial_001716,pope_adversarial,432,True,False,True,30.630758835077287,89.86807614564896
7b,fastv,pope_adversarial_001759,pope_adversarial,432,True,False,False,30.325646737813955,88.90668861567974
7b,fastv,pope_adversarial_001782,pope_adversarial,432,True,False,True,31.996591808795934,93.69814395904541
7b,fastv,pope_adversarial_001830,pope_adversarial,432,False,False,False,31.67999556541443,92.94391050934792
7b,fastv,pope_adversarial_001854,pope_adversarial,432,False,False,False,33.38738672733307,98.30108843743801
7b,fastv,pope_adversarial_001885,pope_adversarial,432,True,False,True,31.644101423025134,93.21315959095955
7b,fastv,pope_adversarial_001890,pope_adversarial,432,False,False,False,31.714435120820998,93.45580264925957
7b,fastv,pope_adversarial_001897,pope_adversarial,432,True,False,False,31.616813093423843,92.62122586369514
7b,fastv,pope_adversarial_001908,pope_adversarial,432,True,False,True,31.419317737817764,91.24036319553852
7b,fastv,pope_adversarial_001914,pope_adversarial,432,True,False,True,30.721644585132594,89.01361934840679
7b,fastv,pope_adversarial_001932,pope_adversarial,432,True,False,True,32.59144237875938,94.03279796242714
7b,fastv,pope_adversarial_001951,pope_adversarial,432,True,False,False,31.279293873310092,90.32119810581207
7b,fastv,pope_adversarial_001956,pope_adversarial,432,True,False,True,31.909290379285814,92.2462847083807
7b,fastv,pope_adversarial_001969,pope_adversarial,432,True,False,False,30.419347313642504,87.8475196659565
7b,fastv,pope_adversarial_001981,pope_adversarial,432,True,False,False,32.45992401123047,93.57536397874355
7b,fastv,pope_adversarial_001999,pope_adversarial,432,True,False,False,31.1565539932251,89.95731547474861
7b,fastv,pope_adversarial_002016,pope_adversarial,432,True,False,True,33.77398378729821,97.779531031847
7b,fastv,pope_adversarial_002022,pope_adversarial,432,False,False,False,33.170538176298145,96.21057286858559
7b,fastv,pope_adversarial_002029,pope_adversarial,432,True,False,False,32.031480822563175,93.11911091208458
7b,fastv,pope_adversarial_002052,pope_adversarial,432,False,False,False,31.31627393722534,91.02232754230499
7b,fastv,pope_adversarial_002082,pope_adversarial,432,True,False,True,31.359780871868132,91.04794450104237
7b,fastv,pope_adversarial_002088,pope_adversarial,432,False,False,False,32.41225127577781,93.99792738258839
7b,fastv,pope_adversarial_002136,pope_adversarial,432,True,False,True,31.257346487045282,90.4407799243927
7b,fastv,pope_adversarial_002142,pope_adversarial,432,True,False,True,31.89158078432083,92.27069467306137
7b,fastv,pope_adversarial_002160,pope_adversarial,432,True,False,True,32.2611248254776,93.33955869078636
7b,fastv,pope_adversarial_002191,pope_adversarial,432,True,False,True,31.4579999089241,91.2951361387968
7b,fastv,pope_adversarial_002221,pope_adversarial,432,True,False,False,34.63390520453453,101.08313709497452
7b,fastv,pope_adversarial_002328,pope_adversarial,432,True,False,True,31.484594033956526,91.68828092515469
7b,fastv,pope_adversarial_002341,pope_adversarial,432,True,False,True,30.725584974288942,89.20199982821941
7b,fastv,pope_adversarial_002347,pope_adversarial,432,True,False,False,48.487387379407885,142.477136105299
7b,fastv,pope_adversarial_002394,pope_adversarial,432,True,False,True,105.033949187994,337.01737970113754
7b,fastv,pope_adversarial_002400,pope_adversarial,432,True,False,True,25.465644797086714,93.22337247431278
7b,fastv,pope_adversarial_002466,pope_adversarial,432,True,False,True,24.646612572669984,90.36261960864067
7b,fastv,pope_adversarial_002472,pope_adversarial,432,False,False,False,26.82399505615235,98.6896101385355
7b,fastv,pope_adversarial_002478,pope_adversarial,432,True,False,True,25.096946409940724,92.13761985301971
7b,fastv,pope_adversarial_002502,pope_adversarial,432,True,False,True,24.790438240766527,90.74046276509762
7b,fastv,pope_adversarial_002514,pope_adversarial,432,True,False,True,24.665624639987946,89.94013629853725
7b,fastv,pope_adversarial_002526,pope_adversarial,432,True,False,True,25.27675064086914,91.45188517868519
7b,fastv,pope_adversarial_002532,pope_adversarial,432,True,False,True,25.8904332280159,90.46942926943302
7b,fastv,pope_adversarial_002575,pope_adversarial,432,True,False,False,26.946946150064466,88.4341150522232
7b,fastv,pope_adversarial_002592,pope_adversarial,432,True,False,True,30.82913600206375,97.14209847152233
7b,fastv,pope_adversarial_002610,pope_adversarial,432,False,False,False,31.148313705921172,92.39501692354679
7b,fastv,pope_adversarial_002623,pope_adversarial,432,True,False,True,32.50833585858345,95.5511387437582
7b,fastv,pope_adversarial_002634,pope_adversarial,432,True,False,True,33.44496522188186,96.81622684001923
7b,fastv,pope_adversarial_002664,pope_adversarial,432,True,False,True,31.508003064393993,91.86149016022682
7b,fastv,pope_adversarial_002689,pope_adversarial,432,True,False,False,105.93154966950416,328.3039331436157
7b,fastv,pope_adversarial_002696,pope_adversarial,432,False,False,False,26.80458470582962,91.75640717148781
7b,fastv,pope_adversarial_002724,pope_adversarial,432,True,False,True,27.415183752775196,96.1973425000906
7b,fastv,pope_adversarial_002730,pope_adversarial,432,True,False,True,25.872575362920763,90.6327236443758
7b,fastv,pope_adversarial_002761,pope_adversarial,432,True,False,False,27.24797367691994,95.0501561164856
7b,fastv,pope_adversarial_002772,pope_adversarial,432,False,False,False,25.749819948673252,89.82815593481064
7b,fastv,pope_adversarial_002790,pope_adversarial,432,False,False,False,27.96260437488556,97.05859050154686
7b,fastv,pope_adversarial_002808,pope_adversarial,432,True,False,True,26.614001841545107,92.3686046153307
7b,fastv,pope_adversarial_002840,pope_adversarial,432,True,False,True,28.080349864959715,91.59770049154758
7b,fastv,pope_adversarial_002850,pope_adversarial,432,True,False,True,27.629871950149532,90.13302810490131
7b,fastv,pope_adversarial_002875,pope_adversarial,432,True,False,False,31.80575435876846,94.33144889771938
7b,fastv,pope_adversarial_002894,pope_adversarial,432,True,False,True,31.808573484420773,93.70880387723446
7b,fastv,pope_adversarial_002910,pope_adversarial,432,False,True,False,32.413555662631985,92.16904267668724
7b,fastv,pope_adversarial_002923,pope_adversarial,432,True,False,False,31.93037010192871,89.89819511771202
7b,fastv,pope_adversarial_002952,pope_adversarial,432,True,False,True,32.228657290935516,90.71903117001057
7b,fastv,pope_popular_000324,pope_popular,432,True,False,True,33.468302421569824,94.21779960393906
7b,fastv,pope_popular_000751,pope_popular,432,True,False,False,108.83313344120978,336.8179649114609
7b,fastv,pope_popular_000757,pope_popular,432,True,False,True,26.75411396384239,89.60489369928837
7b,fastv,pope_popular_000768,pope_popular,432,True,False,True,25.78031300425529,90.12523852288723
7b,fastv,pope_popular_000787,pope_popular,432,True,False,False,26.513324972391125,92.68564358353615
7b,fastv,pope_popular_000792,pope_popular,432,False,False,False,25.3892778968811,88.75872753560543
7b,fastv,pope_popular_000799,pope_popular,432,True,False,True,26.402194416522978,92.29709208011627
7b,fastv,pope_popular_000811,pope_popular,432,True,False,True,26.29331236362457,91.91729128360748
7b,fastv,pope_popular_000816,pope_popular,432,True,False,True,27.58414775967598,93.33176165819168
7b,fastv,pope_popular_000864,pope_popular,432,True,False,True,26.76075821876526,89.95361812412739
7b,fastv,pope_popular_000876,pope_popular,432,True,False,True,29.79331045389175,91.52628853917122
7b,fastv,pope_popular_000882,pope_popular,432,False,False,False,30.241665914058682,90.1460200548172
7b,fastv,pope_popular_000888,pope_popular,432,True,False,True,33.90376774549484,95.66620737314224
7b,fastv,pope_popular_000895,pope_popular,432,True,False,False,32.684819078445436,90.44483304023743
7b,fastv,pope_popular_000900,pope_popular,432,True,False,True,31.946903548240662,88.86580727994442
7b,fastv,pope_popular_000919,pope_popular,432,True,False,True,32.84808155059814,91.63055010139942
7b,fastv,pope_popular_000960,pope_popular,432,True,False,True,32.858307086229324,92.30615571141243
7b,fastv,pope_popular_000984,pope_popular,432,True,False,True,31.656664377450944,89.22085165977478
7b,fastv,pope_popular_001002,pope_popular,432,False,False,False,32.3093135201931,91.71642921864986
7b,fastv,pope_popular_001014,pope_popular,432,True,False,True,31.65910430550575,90.17740748822689
7b,fastv,pope_popular_001045,pope_popular,432,True,False,False,32.246684117317194,92.0790508389473
7b,fastv,pope_popular_001056,pope_popular,432,False,False,False,32.61603430271148,93.26896257698536
7b,fastv,pope_popular_001068,pope_popular,432,False,False,False,32.36107909917831,93.08251924812794
7b,fastv,pope_popular_001075,pope_popular,432,True,False,False,31.33540155887604,90.41155874729156
7b,fastv,pope_popular_001086,pope_popular,432,True,False,True,31.34306917190552,91.11083298921585
7b,fastv,pope_popular_001098,pope_popular,432,False,False,False,30.714588031768795,89.68982473015785
7b,fastv,pope_popular_001122,pope_popular,432,True,False,True,30.742068938016892,89.80754390358925
7b,fastv,pope_popular_001128,pope_popular,432,True,False,True,30.777849704027176,89.95032869279385
7b,fastv,pope_popular_001158,pope_popular,432,True,False,True,31.201495960950854,91.21615625917912
7b,fastv,pope_popular_001171,pope_popular,432,True,False,True,31.635242862701418,92.50296652317047
7b,fastv,pope_popular_001182,pope_popular,432,True,False,True,32.26283320903778,94.45899911224842
7b,fastv,pope_popular_001188,pope_popular,432,True,False,True,31.19203320980072,91.38927608728409
7b,fastv,pope_popular_001195,pope_popular,432,True,False,False,32.38226031303406,94.89771164953709
7b,fastv,pope_popular_001224,pope_popular,432,False,False,False,31.291020555496218,91.71462059020996
7b,fastv,pope_popular_001272,pope_popular,432,False,False,False,31.39795823693275,91.80707111954689
7b,fastv,pope_popular_001278,pope_popular,432,True,False,True,31.754836338758466,92.71787665784359
7b,fastv,pope_popular_001332,pope_popular,432,False,False,False,31.07964965343475,90.61197936534882
7b,fastv,pope_popular_001356,pope_popular,432,False,False,False,31.512258434295656,91.76930040121078
7b,fastv,pope_popular_001369,pope_popular,432,True,False,False,31.324148492813116,91.0254642367363
7b,fastv,pope_popular_001392,pope_popular,432,True,False,True,31.524529681205752,91.4648249745369
7b,fastv,pope_popular_001458,pope_popular,432,True,False,True,31.108615059852603,90.59537202119827
7b,fastv,pope_popular_001500,pope_popular,432,False,False,False,37.315906753540034,108.986996114254
7b,fastv,pope_popular_001507,pope_popular,432,True,False,False,32.992260547876356,97.1912071108818
7b,fastv,pope_popular_001548,pope_popular,432,False,True,False,30.821843870878215,91.09739400446415
7b,fastv,pope_popular_001566,pope_popular,432,False,False,False,31.370027096271514,92.25446358323097
7b,fastv,pope_popular_001626,pope_popular,432,False,False,False,30.94743631839752,90.80329351127148
7b,fastv,pope_popular_001644,pope_popular,432,True,False,True,31.33065067648888,91.38708934187889
7b,fastv,pope_popular_001651,pope_popular,432,True,False,False,31.859512889385226,92.55731664597988
7b,fastv,pope_popular_001681,pope_popular,432,True,False,False,31.11325125217438,90.25611914694309
7b,fastv,pope_popular_001704,pope_popular,432,True,False,True,31.684759333133698,91.81499853730202
7b,fastv,pope_popular_001716,pope_popular,432,True,False,True,31.841997957229616,91.83892793953419
7b,fastv,pope_popular_001722,pope_popular,432,True,False,True,32.30303990364075,92.85067766904831
7b,fastv,pope_popular_001747,pope_popular,432,True,False,False,34.614468584060674,99.025072529912
7b,fastv,pope_popular_001759,pope_popular,432,True,False,False,31.891458110809324,90.94258397817612
7b,fastv,pope_popular_001794,pope_popular,432,True,False,True,32.362737221717836,92.49490685760975
7b,fastv,pope_popular_001824,pope_popular,432,False,False,False,31.630627347230913,90.55857174098492
7b,fastv,pope_popular_001831,pope_popular,432,True,False,False,31.36831457614899,90.20148776471615
7b,fastv,pope_popular_001842,pope_popular,432,False,False,False,30.33759973883629,87.5330287963152
7b,fastv,pope_popular_001861,pope_popular,432,True,False,False,31.09775069475174,89.99794535338879
7b,fastv,pope_popular_001866,pope_popular,432,True,False,True,31.15896296739578,90.3883595019579
7b,fastv,pope_popular_001878,pope_popular,432,True,False,True,30.664653658866882,89.16141092777252
7b,fastv,pope_popular_001908,pope_popular,432,True,False,True,31.785906505584716,92.6026962697506
7b,fastv,pope_popular_001932,pope_popular,432,True,False,True,30.916365921497345,89.99667502939701
7b,fastv,pope_popular_002047,pope_popular,432,True,False,False,32.49431488037109,94.53549981117249
7b,fastv,pope_popular_002070,pope_popular,432,False,False,False,31.162591552734376,90.78490361571312
7b,fastv,pope_popular_002082,pope_popular,432,True,False,True,31.197979278564453,90.97783453762531
7b,fastv,pope_popular_002124,pope_popular,432,True,False,True,31.98718377828598,93.47934275865555
7b,fastv,pope_popular_002130,pope_popular,432,False,False,False,31.733318281173705,92.87240728735924
7b,fastv,pope_popular_002172,pope_popular,432,False,False,False,32.199090324640274,93.95579434931278
7b,fastv,pope_popular_002202,pope_popular,432,True,False,True,30.982492747306825,90.25263041257858
7b,fastv,pope_popular_002232,pope_popular,432,True,False,True,30.94098493337631,89.846882969141
