model,method,sample_id,dataset,selected_budget,task_correct,unsafe_acceptance,supported_correct,gpu_energy_joule,latency_ms
7b,scope,visual_counterfact_color_000314,visual_counterfact_color,dense,True,False,True,26.55294703245163,88.73309567570686
7b,scope,visual_counterfact_color_000316,visual_counterfact_color,dense,True,False,True,27.69955980181694,92.16845221817493
7b,scope,visual_counterfact_color_000319,visual_counterfact_color,dense,True,False,True,32.16533427596092,106.7151203751564
7b,scope,visual_counterfact_color_000321,visual_counterfact_color,dense,True,False,True,26.573475320339202,90.18335863947868
7b,scope,visual_counterfact_color_000326,visual_counterfact_color,dense,True,False,True,48.60489429235459,167.83616319298744
7b,scope,visual_counterfact_color_000327,visual_counterfact_color,dense,True,False,True,24.842921030521396,87.34172955155373
7b,scope,visual_counterfact_color_000329,visual_counterfact_color,dense,True,False,True,33.303570256233215,113.95628191530704
7b,scope,visual_counterfact_color_000330,visual_counterfact_color,dense,True,False,True,29.222816425561902,99.5437279343605
7b,scope,visual_counterfact_color_000333,visual_counterfact_color,dense,True,False,True,24.945440347194673,83.1662155687809
7b,scope,visual_counterfact_color_000341,visual_counterfact_color,dense,True,False,True,24.826511038541796,82.76828192174435
7b,scope,visual_counterfact_color_000354,visual_counterfact_color,dense,True,False,True,25.12980890274048,84.61776748299599
7b,scope,visual_counterfact_color_000358,visual_counterfact_color,dense,True,False,True,28.23321731209755,94.87444162368774
7b,scope,visual_counterfact_color_000359,visual_counterfact_color,dense,True,False,True,32.665654850006106,107.67482593655586
7b,scope,visual_counterfact_color_000361,visual_counterfact_color,dense,True,False,True,25.206371932029725,82.80826173722744
7b,scope,visual_counterfact_color_000363,visual_counterfact_color,dense,True,False,True,28.036166553497313,90.12499824166298
7b,scope,visual_counterfact_color_000364,visual_counterfact_color,dense,True,False,True,25.749662759304044,82.2039470076561
7b,scope,visual_counterfact_color_000368,visual_counterfact_color,dense,True,False,True,27.886572585105895,87.16221712529659
7b,scope,visual_counterfact_color_000374,visual_counterfact_color,dense,True,False,True,26.493531832695005,82.80588127672672
7b,scope,visual_counterfact_color_000375,visual_counterfact_color,dense,True,False,True,30.721192038059232,94.38503719866276
7b,scope,visual_counterfact_color_000376,visual_counterfact_color,dense,True,False,True,55.22813251018523,174.4028516113758
7b,scope,visual_counterfact_color_000382,visual_counterfact_color,dense,True,False,True,29.848166019916533,96.99694812297821
7b,scope,visual_counterfact_color_000384,visual_counterfact_color,dense,True,False,True,29.021144599914553,96.28528356552124
7b,scope,visual_counterfact_color_000385,visual_counterfact_color,dense,True,False,True,26.307828079462052,87.90563233196735
7b,scope,visual_counterfact_color_000386,visual_counterfact_color,dense,True,False,True,27.27788945198059,101.67228244245052
7b,scope,visual_counterfact_color_000390,visual_counterfact_color,dense,True,False,True,21.802395642995837,84.64000560343266
7b,scope,visual_counterfact_color_000391,visual_counterfact_color,dense,True,False,True,23.72287097334862,92.76854805648327
7b,scope,visual_counterfact_color_000392,visual_counterfact_color,dense,True,False,True,22.920097247362136,99.99629110097885
7b,scope,visual_counterfact_color_000393,visual_counterfact_color,dense,True,False,True,19.09444799184799,83.2550972700119
7b,scope,visual_counterfact_color_000394,visual_counterfact_color,dense,True,False,True,21.259343732595443,89.09833058714867
7b,scope,visual_counterfact_color_000395,visual_counterfact_color,dense,True,False,True,19.415652084350587,81.32074028253555
7b,scope,visual_counterfact_color_000398,visual_counterfact_color,dense,True,False,True,23.45813876748085,92.20513142645359
7b,scope,visual_counterfact_color_000400,visual_counterfact_color,dense,True,False,True,27.08352651834488,103.76892797648907
7b,scope,visual_counterfact_color_000403,visual_counterfact_color,dense,True,False,True,22.182320749759675,81.70289546251297
7b,scope,visual_counterfact_color_000410,visual_counterfact_color,dense,True,False,True,22.21193735599518,81.80953562259674
7b,scope,visual_counterfact_color_000412,visual_counterfact_color,dense,True,False,True,48.859963821172705,166.02644883096218
7b,scope,visual_counterfact_color_000420,visual_counterfact_color,dense,True,False,True,27.024352178573608,85.89310385286808
7b,scope,visual_counterfact_color_000422,visual_counterfact_color,dense,True,False,True,29.64153977394104,93.0183194577694
7b,scope,visual_counterfact_color_000431,visual_counterfact_color,dense,True,False,True,36.416391842365265,115.4968161135912
7b,scope,visual_counterfact_color_000432,visual_counterfact_color,dense,True,False,True,30.29228488564491,106.7011896520853
7b,scope,visual_counterfact_color_000433,visual_counterfact_color,dense,True,False,True,24.02485189437866,91.2261363118887
7b,scope,visual_counterfact_color_000434,visual_counterfact_color,dense,True,False,True,26.058347492218015,98.9677831530571
7b,scope,visual_counterfact_color_000440,visual_counterfact_color,dense,False,False,False,25.37360118865967,96.66007570922375
7b,scope,visual_counterfact_color_000442,visual_counterfact_color,dense,True,False,True,25.67758010149002,97.03501872718334
7b,scope,visual_counterfact_color_000447,visual_counterfact_color,dense,True,False,True,22.86672454833984,85.42266301810741
7b,scope,visual_counterfact_color_000448,visual_counterfact_color,dense,True,False,True,22.68639375090599,83.93931202590466
7b,scope,visual_counterfact_color_000449,visual_counterfact_color,dense,True,False,True,24.3274773645401,86.6579283028841
7b,scope,visual_counterfact_color_000454,visual_counterfact_color,dense,True,False,True,24.61872350692749,87.7005085349083
7b,scope,visual_counterfact_color_000465,visual_counterfact_color,dense,True,False,True,30.12296336174011,102.4938877671957
7b,scope,visual_counterfact_color_000467,visual_counterfact_color,dense,True,False,True,28.119066896438596,97.14032150804996
7b,scope,visual_counterfact_color_000468,visual_counterfact_color,dense,True,False,True,25.14662071466446,89.49704095721245
7b,scope,visual_counterfact_color_000476,visual_counterfact_color,dense,True,False,True,26.829299426078798,95.50622664391994
7b,scope,visual_counterfact_color_000477,visual_counterfact_color,dense,True,False,True,24.011880863904953,85.53716354072094
7b,scope,visual_counterfact_color_000480,visual_counterfact_color,dense,True,False,True,32.0884738945961,114.94881846010685
7b,scope,visual_counterfact_color_000481,visual_counterfact_color,dense,True,False,False,27.57109795570373,99.28146563470364
7b,scope,visual_counterfact_color_000482,visual_counterfact_color,dense,True,False,True,27.156381616592405,95.799770206213
7b,scope,visual_counterfact_color_000484,visual_counterfact_color,dense,True,False,True,28.23727517366409,98.5486302524805
7b,scope,visual_counterfact_color_000487,visual_counterfact_color,dense,True,False,True,33.34686686038971,110.6319110840559
7b,scope,visual_counterfact_color_000491,visual_counterfact_color,dense,True,False,True,28.70963242292404,93.4570711106062
7b,scope,visual_counterfact_size_000000,visual_counterfact_size,dense,False,False,False,35.73908371210098,113.82667161524296
7b,scope,visual_counterfact_size_000001,visual_counterfact_size,dense,True,False,True,39.84058777213097,126.38793513178825
7b,scope,visual_counterfact_size_000002,visual_counterfact_size,dense,True,False,True,35.20646286606789,111.07465252280235
7b,scope,visual_counterfact_size_000014,visual_counterfact_size,dense,False,False,False,39.91999497771263,125.10025687515736
7b,scope,visual_counterfact_size_000015,visual_counterfact_size,dense,True,False,True,104.39764543652535,347.3108932375908
7b,scope,visual_counterfact_size_000020,visual_counterfact_size,dense,False,False,False,34.16199226379395,120.10581977665424
7b,scope,visual_counterfact_size_000031,visual_counterfact_size,dense,True,False,True,33.431185356378556,115.87025783956051
7b,scope,visual_counterfact_size_000033,visual_counterfact_size,dense,True,False,True,36.20889226675034,126.02218240499496
7b,scope,visual_counterfact_size_000041,visual_counterfact_size,dense,False,False,False,23.92150643467903,84.64476838707924
7b,scope,visual_counterfact_size_000044,visual_counterfact_size,dense,False,False,False,27.498204294443127,96.89022600650787
7b,scope,visual_counterfact_size_000049,visual_counterfact_size,dense,True,False,True,28.702369964122767,99.73730705678463
7b,scope,visual_counterfact_size_000050,visual_counterfact_size,dense,False,False,False,94.80232457280158,324.3264090269804
7b,scope,visual_counterfact_size_000061,visual_counterfact_size,dense,True,False,True,31.045699707269666,106.52286000549793
7b,scope,visual_counterfact_size_000064,visual_counterfact_size,dense,False,False,False,32.653384757041934,111.70257441699505
7b,scope,visual_counterfact_size_000065,visual_counterfact_size,dense,True,False,True,29.009838979244233,99.15856458246708
7b,scope,visual_counterfact_size_000070,visual_counterfact_size,dense,False,False,False,28.86670225858688,98.59646111726761
7b,scope,visual_counterfact_size_000075,visual_counterfact_size,dense,True,False,False,28.84155826091766,98.50571118295193
7b,scope,visual_counterfact_size_000081,visual_counterfact_size,dense,True,False,True,25.00622775197029,85.89703403413296
7b,scope,visual_counterfact_size_000089,visual_counterfact_size,dense,True,False,True,28.33643277525902,97.38003090023994
7b,scope,visual_counterfact_size_000112,visual_counterfact_size,dense,True,False,True,26.179240254163744,85.00223979353905
7b,scope,visual_counterfact_size_000120,visual_counterfact_size,dense,True,False,True,39.93625578165054,132.417319342494
7b,scope,visual_counterfact_size_000122,visual_counterfact_size,dense,False,False,False,29.271966512203214,102.08096541464329
7b,scope,visual_counterfact_size_000131,visual_counterfact_size,dense,False,False,False,96.33058013319969,372.9093186557293
7b,scope,visual_counterfact_size_000136,visual_counterfact_size,dense,False,False,False,19.521292991638184,84.11240391433239
7b,scope,visual_counterfact_size_000137,visual_counterfact_size,dense,True,False,True,21.914700707197188,94.4175086915493
7b,scope,visual_counterfact_size_000140,visual_counterfact_size,dense,True,False,True,30.035966095924373,124.96299669146538
7b,scope,visual_counterfact_size_000146,visual_counterfact_size,dense,True,False,True,29.78343192577362,111.46151646971703
7b,scope,visual_counterfact_size_000147,visual_counterfact_size,dense,True,False,True,39.04991766691208,138.41444440186024
7b,scope,visual_counterfact_size_000155,visual_counterfact_size,dense,True,False,True,37.55532530069351,127.92959809303284
7b,scope,visual_counterfact_size_000156,visual_counterfact_size,dense,True,False,True,30.154440314769747,97.6659432053566
7b,scope,visual_counterfact_size_000157,visual_counterfact_size,dense,True,False,True,25.813309364318847,82.79567211866379
7b,scope,visual_counterfact_size_000160,visual_counterfact_size,dense,True,False,True,37.67349263191223,110.9881792217493
7b,scope,visual_counterfact_size_000165,visual_counterfact_size,dense,False,False,False,37.458463395833974,109.14417915046215
7b,scope,visual_counterfact_size_000166,visual_counterfact_size,dense,True,False,True,46.8351263153553,135.30590385198593
7b,scope,visual_counterfact_size_000171,visual_counterfact_size,dense,True,False,True,38.14556816697121,112.62769252061844
7b,scope,visual_counterfact_size_000173,visual_counterfact_size,dense,False,False,False,32.76272896409035,96.88679873943329
7b,scope,visual_counterfact_size_000174,visual_counterfact_size,dense,True,False,True,36.799991948604585,109.63894240558147
7b,scope,visual_counterfact_size_000181,visual_counterfact_size,dense,True,False,True,49.936690207719806,151.23486891388893
7b,scope,visual_counterfact_size_000186,visual_counterfact_size,dense,False,False,False,44.32932761311531,139.0515211969614
7b,scope,visual_counterfact_size_000187,visual_counterfact_size,dense,False,False,False,30.41989644527435,96.6721959412098
7b,scope,visual_counterfact_size_000190,visual_counterfact_size,dense,False,False,False,44.89535810947418,142.4330174922943
7b,scope,visual_counterfact_size_000193,visual_counterfact_size,dense,False,False,False,37.602652394771575,118.46744641661644
7b,scope,visual_counterfact_size_000197,visual_counterfact_size,dense,True,False,True,31.63975389719009,99.28590431809425
7b,scope,visual_counterfact_size_000198,visual_counterfact_size,dense,True,False,True,31.382656229734422,101.29405930638313
7b,scope,visual_counterfact_size_000203,visual_counterfact_size,dense,False,False,False,51.71107936263084,170.12243159115314
7b,scope,visual_counterfact_size_000212,visual_counterfact_size,dense,True,False,True,34.12337182164192,122.52833694219589
7b,scope,visual_counterfact_size_000226,visual_counterfact_size,dense,True,False,True,30.42217076420784,114.82407711446285
7b,scope,visual_counterfact_size_000235,visual_counterfact_size,dense,True,False,True,21.829709272384644,82.08366669714451
7b,scope,visual_counterfact_size_000247,visual_counterfact_size,dense,True,False,True,22.25721135020256,82.3563989251852
7b,scope,visual_counterfact_size_000258,visual_counterfact_size,dense,False,False,False,34.62818793416023,126.96412019431591
7b,scope,visual_counterfact_size_000260,visual_counterfact_size,dense,True,False,True,27.625751829147337,98.29071909189224
7b,scope,visual_counterfact_size_000264,visual_counterfact_size,dense,False,False,False,27.7707301223278,96.78592719137669
7b,scope,visual_counterfact_size_000272,visual_counterfact_size,dense,False,False,False,28.4778025496006,95.17511539161205
7b,scope,visual_counterfact_size_000284,visual_counterfact_size,dense,False,False,False,34.37818072915077,108.82522538304329
7b,scope,visual_counterfact_size_000289,visual_counterfact_size,dense,True,False,True,37.330315285921095,110.10367423295975
7b,scope,visual_counterfact_size_000290,visual_counterfact_size,dense,True,False,True,34.07734858632087,96.47938422858715
7b,scope,visual_counterfact_size_000295,visual_counterfact_size,dense,True,False,True,42.885927203893665,118.46122704446316
7b,scope,visual_counterfact_size_000296,visual_counterfact_size,dense,True,False,True,45.46251821875572,127.82680615782738
7b,scope,visual_counterfact_size_000310,visual_counterfact_size,dense,False,False,False,39.38900287151337,111.25125363469124
7b,scope,visual_counterfact_size_000311,visual_counterfact_size,dense,True,False,True,38.88976685643196,110.60213111341
7b,scope,visual_counterfact_size_000317,visual_counterfact_size,dense,True,False,True,33.59131899833679,95.48690728843212
7b,scope,visual_counterfact_size_000322,visual_counterfact_size,dense,False,False,False,47.71804659843445,135.61946526169777
7b,scope,visual_counterfact_size_000325,visual_counterfact_size,dense,True,False,True,38.337818789482114,111.11367121338844
7b,scope,visual_counterfact_size_000329,visual_counterfact_size,dense,True,False,True,37.79693811178207,109.92425493896008
7b,scope,visual_counterfact_size_000330,visual_counterfact_size,dense,True,False,True,38.97534214496612,113.60231973230839
7b,scope,visual_counterfact_size_000335,visual_counterfact_size,dense,True,False,True,42.68159639239311,144.38769035041332
7b,scope,visual_counterfact_size_000342,visual_counterfact_size,dense,False,False,False,34.168748658895495,121.555021032691
7b,scope,visual_counterfact_size_000348,visual_counterfact_size,dense,True,False,True,26.419159884452817,95.51297500729561
7b,scope,visual_counterfact_size_000362,visual_counterfact_size,dense,True,False,True,30.646073162555687,111.33780516684055
7b,scope,visual_counterfact_size_000363,visual_counterfact_size,dense,False,False,False,30.326480973958965,110.21906323730946
7b,scope,visual_counterfact_size_000368,visual_counterfact_size,dense,True,False,True,22.321909765005113,80.77948726713657
7b,scope,visual_counterfact_size_000374,visual_counterfact_size,dense,True,False,True,27.445751992464068,99.35905598104
7b,scope,visual_counterfact_size_000375,visual_counterfact_size,dense,True,False,True,36.99998059272767,123.81786853075027
7b,scope,visual_counterfact_size_000379,visual_counterfact_size,dense,False,False,False,37.284626784324644,117.32307635247707
7b,scope,visual_counterfact_size_000388,visual_counterfact_size,dense,False,False,False,36.42197800397873,111.24517396092415
7b,scope,visual_counterfact_size_000391,visual_counterfact_size,dense,False,False,False,41.9384819161892,124.49048087000847
7b,scope,visual_counterfact_size_000396,visual_counterfact_size,dense,True,False,True,34.869329681396486,102.64799930155277
7b,scope,visual_counterfact_size_000399,visual_counterfact_size,dense,True,False,True,40.59608207702637,118.78267116844654
7b,scope,visual_counterfact_size_000406,visual_counterfact_size,dense,True,False,True,32.2051424574852,96.39408253133297
7b,scope,visual_counterfact_size_000411,visual_counterfact_size,dense,True,False,True,43.11292265176773,129.63946722447872
7b,scope,visual_counterfact_size_000412,visual_counterfact_size,dense,True,False,True,36.56319632530212,111.07406206429005
7b,scope,visual_counterfact_size_000414,visual_counterfact_size,dense,False,False,False,35.03632704496383,106.1931625008583
7b,scope,visual_counterfact_size_000415,visual_counterfact_size,dense,True,False,True,32.11568448543549,97.19710797071457
7b,scope,visual_counterfact_size_000418,visual_counterfact_size,dense,True,False,True,36.42573528885841,111.17513291537762
7b,scope,visual_counterfact_size_000420,visual_counterfact_size,dense,True,False,True,40.67816998004913,124.18238818645477
7b,scope,visual_counterfact_size_000423,visual_counterfact_size,dense,False,False,False,36.52879774570465,110.52603647112846
7b,scope,visual_counterfact_size_000424,visual_counterfact_size,dense,True,False,True,31.493602604866027,95.48867493867874
7b,scope,visual_counterfact_size_000433,visual_counterfact_size,dense,False,False,False,36.32416660547257,123.14008176326752
7b,scope,visual_counterfact_size_000434,visual_counterfact_size,dense,True,False,True,29.997815461158755,108.91640745103359
7b,scope,visual_counterfact_size_000435,visual_counterfact_size,dense,True,False,True,30.48036531686783,110.4927808046341
7b,scope,visual_counterfact_size_000440,visual_counterfact_size,dense,False,False,False,26.292392032146452,95.223443582654
7b,scope,visual_counterfact_size_000448,visual_counterfact_size,dense,True,False,True,30.2598014485836,111.25120334327221
7b,scope,visual_counterfact_size_000458,visual_counterfact_size,dense,True,False,True,21.635650420188906,79.64298129081726
7b,scope,visual_counterfact_size_000464,visual_counterfact_size,dense,True,False,True,37.30798001170158,133.99016298353672
7b,scope,visual_counterfact_size_000466,visual_counterfact_size,dense,True,False,True,35.649015468358996,118.52999776601791
7b,scope,visual_counterfact_size_000468,visual_counterfact_size,dense,True,False,True,44.40074394464493,140.67166857421398
7b,scope,visual_counterfact_size_000469,visual_counterfact_size,dense,True,False,True,37.41199796676636,111.98305897414684
7b,scope,visual_counterfact_size_000476,visual_counterfact_size,dense,True,False,True,32.83979234218597,97.54718095064163
7b,scope,visual_counterfact_size_000479,visual_counterfact_size,dense,True,False,True,33.28696019053459,97.88918681442738
7b,scope,visual_counterfact_size_000484,visual_counterfact_size,dense,True,False,True,33.15759152054787,96.96823731064796
7b,scope,visual_counterfact_size_000489,visual_counterfact_size,dense,True,False,True,37.98814869403839,110.97949929535389
7b,scope,visual_counterfact_size_000490,visual_counterfact_size,dense,False,False,False,37.74285120606422,111.88705824315548
7b,scope,visual_counterfact_size_000509,visual_counterfact_size,dense,False,False,False,37.1187771654129,109.89459231495857
7b,scope,visual_counterfact_size_000510,visual_counterfact_size,dense,True,False,True,28.091598963737486,82.7742237597704
7b,scope,visual_counterfact_size_000522,visual_counterfact_size,dense,True,False,True,44.57149789571762,133.21563601493835
7b,scope,visual_counterfact_size_000524,visual_counterfact_size,dense,True,False,True,32.36409152984619,97.96774573624134
7b,scope,visual_counterfact_size_000525,visual_counterfact_size,dense,False,False,False,31.20355042219162,97.53595292568207
7b,scope,visual_counterfact_size_000526,visual_counterfact_size,dense,True,False,True,36.144985717535015,112.67712339758873
7b,scope,visual_counterfact_size_000527,visual_counterfact_size,dense,True,False,True,27.08937302827835,83.57986062765121
7b,scope,visual_counterfact_size_000532,visual_counterfact_size,dense,False,False,False,40.88318966031074,126.43100693821907
7b,scope,visual_counterfact_size_000533,visual_counterfact_size,dense,True,False,True,224.52724224448204,929.0426950901747
7b,scope,visual_counterfact_size_000534,visual_counterfact_size,dense,True,False,True,42.135740718841554,326.7879392951727
7b,scope,visual_counterfact_size_000535,visual_counterfact_size,dense,False,False,False,19.058606791496278,125.67901983857155
7b,scope,visual_counterfact_size_000540,visual_counterfact_size,dense,True,False,True,18.591150283813477,105.78580386936665
7b,scope,visual_counterfact_size_000541,visual_counterfact_size,dense,True,False,True,17.85017110824585,83.82663875818253
7b,scope,visual_counterfact_size_000542,visual_counterfact_size,dense,False,False,False,21.796635031700134,95.28474509716034
7b,scope,visual_counterfact_size_000543,visual_counterfact_size,dense,True,False,True,27.972458848953245,109.62210968136787
7b,scope,visual_counterfact_size_000545,visual_counterfact_size,dense,True,False,True,27.354789619445796,101.71603225171566
7b,scope,visual_counterfact_size_000550,visual_counterfact_size,dense,False,False,False,33.199572625160215,111.77661828696728
7b,scope,visual_counterfact_size_000556,visual_counterfact_size,dense,True,False,True,39.00392620801925,127.15012021362782
7b,scope,visual_counterfact_size_000560,visual_counterfact_size,dense,False,False,False,31.69546571373939,96.92938812077045
7b,scope,visual_counterfact_size_000562,visual_counterfact_size,dense,False,False,False,41.99650738835334,126.19049660861492
7b,scope,visual_counterfact_size_000565,visual_counterfact_size,dense,True,False,True,33.37480903148651,98.46902824938297
7b,scope,visual_counterfact_size_000575,visual_counterfact_size,dense,True,False,True,37.510065596103665,110.20012386143208
7b,scope,visual_counterfact_size_000578,visual_counterfact_size,dense,True,False,True,38.19665284395218,112.07167245447636
7b,scope,visual_counterfact_size_000579,visual_counterfact_size,dense,True,False,True,37.60059693336487,109.99907366931438
7b,scope,visual_counterfact_size_000610,visual_counterfact_size,dense,False,False,False,43.723576722145076,130.67529536783695
7b,scope,visual_counterfact_size_000617,visual_counterfact_size,dense,False,False,False,41.895744466781615,126.63843482732773
7b,scope,visual_counterfact_size_000623,visual_counterfact_size,dense,True,False,True,34.1394781422615,104.20890152454376
7b,scope,visual_counterfact_size_000628,visual_counterfact_size,dense,False,False,False,36.885832874774934,111.82433553040028
7b,scope,visual_counterfact_size_000632,visual_counterfact_size,dense,True,False,True,27.079234516620634,81.88025653362274
7b,scope,visual_counterfact_size_000643,visual_counterfact_size,dense,True,False,False,41.984327447414394,127.64007411897182
7b,scope,visual_counterfact_size_000644,visual_counterfact_size,dense,True,False,True,32.71247906565666,99.59672577679157
7b,scope,visual_counterfact_size_000649,visual_counterfact_size,dense,True,False,True,32.0300962972641,97.71749377250671
7b,scope,visual_counterfact_size_000656,visual_counterfact_size,dense,True,False,True,32.19458095550537,98.00596348941326
7b,scope,visual_counterfact_size_000657,visual_counterfact_size,dense,True,False,True,29.25444495677948,87.32201717793941
7b,scope,visual_counterfact_size_000662,visual_counterfact_size,dense,True,False,True,39.85503064393997,132.55414180457592
7b,scope,visual_counterfact_size_000665,visual_counterfact_size,dense,False,False,False,31.971628868579863,111.52553372085094
7b,scope,visual_counterfact_size_000666,visual_counterfact_size,dense,True,False,True,32.272441306114196,111.82946711778641
7b,scope,visual_counterfact_size_000671,visual_counterfact_size,dense,True,False,True,23.62749026298523,81.79173618555069
7b,scope,visual_counterfact_size_000681,visual_counterfact_size,dense,True,False,True,28.77524204850197,99.37820583581924
7b,scope,visual_counterfact_size_000691,visual_counterfact_size,dense,True,False,True,27.89796605229378,96.32612392306328
7b,scope,visual_counterfact_size_000692,visual_counterfact_size,dense,False,False,False,28.776808054447173,98.73395040631294
7b,scope,visual_counterfact_size_000694,visual_counterfact_size,dense,True,False,True,29.603750629425047,101.54788196086884
7b,scope,visual_counterfact_size_000696,visual_counterfact_size,dense,True,False,True,30.452799708843227,95.02820298075676
7b,scope,visual_counterfact_size_000708,visual_counterfact_size,dense,False,False,False,31.677684669494624,98.67540001869202
7b,scope,visual_counterfact_size_000710,visual_counterfact_size,dense,True,False,True,40.66054987072945,117.14324913918972
7b,scope,visual_counterfact_size_000719,visual_counterfact_size,dense,True,False,True,38.06004131197929,109.30781066417694
7b,scope,visual_counterfact_size_000720,visual_counterfact_size,dense,False,False,False,46.78261819839477,133.56317952275276
7b,scope,visual_counterfact_size_000721,visual_counterfact_size,dense,True,False,True,33.10663336873054,96.53492458164692
7b,scope,mmstar_000473,mmstar,432,False,False,False,53.08971164226532,160.93246079981327
7b,scope,mmstar_001122,mmstar,432,True,False,False,84.43994097471237,277.1065700799227
7b,scope,pope_adversarial_000324,pope_adversarial,256,True,False,True,50.971010988950724,182.09236860275269
7b,scope,pope_adversarial_000751,pope_adversarial,256,True,False,False,24.17898783802986,95.57410515844822
7b,scope,pope_adversarial_000781,pope_adversarial,256,True,False,False,23.289723343849182,93.2451281696558
7b,scope,pope_adversarial_000787,pope_adversarial,256,True,False,False,22.706248383522034,95.47321684658527
7b,scope,pope_adversarial_000828,pope_adversarial,256,False,False,False,22.121574968099594,93.60199235379696
7b,scope,pope_adversarial_000834,pope_adversarial,256,True,False,True,74.91674902796746,336.9725439697504
7b,scope,pope_adversarial_000840,pope_adversarial,256,True,False,True,19.845343043804167,94.99223344027996
7b,scope,pope_adversarial_000846,pope_adversarial,256,False,False,False,19.901156859397886,97.4635686725378
7b,scope,pope_adversarial_000852,pope_adversarial,256,True,False,True,19.501813941001892,94.68028321862221
7b,scope,pope_adversarial_000900,pope_adversarial,256,True,False,True,21.413355712890624,101.24007053673267
7b,scope,pope_adversarial_000908,pope_adversarial,256,False,True,False,27.160227127075196,131.40369206666946
7b,scope,pope_adversarial_000919,pope_adversarial,256,True,False,False,20.13496144771576,98.11109863221645
7b,scope,pope_adversarial_000930,pope_adversarial,256,False,False,False,19.632727475166323,94.08609569072723
7b,scope,pope_adversarial_000942,pope_adversarial,256,False,False,False,20.18867503643036,94.77447159588337
7b,scope,pope_adversarial_000984,pope_adversarial,256,True,False,True,24.141610708236694,107.9032476991415
7b,scope,pope_adversarial_000990,pope_adversarial,256,False,False,False,23.329739341735838,102.98631154000759
7b,scope,pope_adversarial_000997,pope_adversarial,256,True,False,False,23.683716316223148,102.92467288672924
7b,scope,pope_adversarial_001014,pope_adversarial,256,True,False,True,73.99963141441344,344.62649933993816
7b,scope,pope_adversarial_001020,pope_adversarial,256,True,True,False,19.93452462673187,97.55226224660873
7b,scope,pope_adversarial_001032,pope_adversarial,256,True,False,True,19.675899329185487,95.03398463129997
7b,scope,pope_adversarial_001038,pope_adversarial,256,False,False,False,18.71923819541931,90.41213989257812
7b,scope,pope_adversarial_001045,pope_adversarial,256,True,False,False,19.818859448432924,94.85662169754505
7b,scope,pope_adversarial_001056,pope_adversarial,256,False,False,False,20.32389997959137,97.2677506506443
7b,scope,pope_adversarial_001080,pope_adversarial,256,True,False,True,20.002070641517637,94.79555115103722
7b,scope,pope_adversarial_001134,pope_adversarial,256,False,False,False,26.54322403550148,123.70970658957958
7b,scope,pope_adversarial_001206,pope_adversarial,256,True,False,True,73.00395482778549,336.9932044297457
7b,scope,pope_adversarial_001254,pope_adversarial,256,False,False,False,66.08618767738342,342.21495129168034
7b,scope,pope_adversarial_001302,pope_adversarial,256,True,False,True,19.969266902208325,110.33406667411327
7b,scope,pope_adversarial_001308,pope_adversarial,256,False,False,False,16.43035444021225,92.21090190112591
7b,scope,pope_adversarial_001320,pope_adversarial,256,True,False,True,17.469485449790955,95.90776078402996
7b,scope,pope_adversarial_001338,pope_adversarial,256,True,False,True,17.844060878753663,96.98473662137985
7b,scope,pope_adversarial_001344,pope_adversarial,256,False,False,False,18.79828408241272,94.58471834659576
7b,scope,pope_adversarial_001386,pope_adversarial,256,False,False,False,18.91768238067627,92.13462099432945
7b,scope,pope_adversarial_001392,pope_adversarial,256,True,False,True,20.659376896619793,93.74822489917278
7b,scope,pope_adversarial_001410,pope_adversarial,256,True,False,True,22.088767689466476,96.6796875
7b,scope,pope_adversarial_001519,pope_adversarial,256,True,False,False,22.1535669362545,93.26249174773693
7b,scope,pope_adversarial_001530,pope_adversarial,256,False,False,False,23.870367436408994,98.52006658911705
7b,scope,pope_adversarial_001566,pope_adversarial,256,False,False,False,24.327712604999544,98.88821095228195
7b,scope,pope_adversarial_001584,pope_adversarial,256,False,False,False,23.685519497394562,95.65154649317265
7b,scope,pope_adversarial_001596,pope_adversarial,256,True,False,True,23.19225795507431,93.78109686076641
7b,scope,pope_adversarial_001716,pope_adversarial,256,True,False,True,23.794970136880874,96.25559113919735
7b,scope,pope_adversarial_001759,pope_adversarial,256,True,False,False,23.065754396915434,92.99546852707863
7b,scope,pope_adversarial_001782,pope_adversarial,256,True,False,True,22.629880952835084,91.11682325601578
7b,scope,pope_adversarial_001830,pope_adversarial,256,False,False,False,23.122181162834167,92.60786511003971
7b,scope,pope_adversarial_001854,pope_adversarial,256,False,True,False,23.349841210842133,93.31778064370155
7b,scope,pope_adversarial_001885,pope_adversarial,256,True,False,True,23.13859362602234,92.56219491362572
7b,scope,pope_adversarial_001890,pope_adversarial,256,False,False,False,24.10532228708267,96.48982249200344
7b,scope,pope_adversarial_001897,pope_adversarial,256,True,False,False,80.27712788701058,345.32182663679123
7b,scope,pope_adversarial_001908,pope_adversarial,256,True,False,True,24.517963837385178,113.39602991938591
7b,scope,pope_adversarial_001914,pope_adversarial,256,True,False,True,20.45876090049744,96.1779709905386
7b,scope,pope_adversarial_001932,pope_adversarial,256,True,False,True,19.88207570552826,94.63834948837757
7b,scope,pope_adversarial_001951,pope_adversarial,256,True,False,False,20.174467874765394,96.49636410176754
7b,scope,pope_adversarial_001956,pope_adversarial,256,True,False,True,20.11493145227432,96.12361900508404
